StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,timepressure_First Click,timepressure_Last Click,timepressure_Page Submit,timepressure_Click Count,notimepressure_First Click,notimepressure_Last Click,notimepressure_Page Submit,notimepressure_Click Count,ppm_1,ppm_2,ppm_3,spp_1,spp_2,spp_3,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,attnCheckQ,gender,age,income,ethnicity,country,edu,fam,fam.open,purpose,wid,sid,attnCheck,metric,timepressure
10/18/2018 8:54,10/18/2018 8:57,0,107.242.113.5,100,171,1,10/18/2018 8:57,R_23TWpdi6efocK2u,,,,,32.77870178,-96.82170105,anonymous,EN,,,,,1.707,19.178,24.143,3,50,70,90,,,,12.819,12.819,12.83,1,,1,51,2,3,0,4,1,I have done surveys which asked how much I would pay for a tech product.,Perhaps it was simply to determine how much I would pay for a printer based on speed of pages printed.,A140YQGGW69QK0,intermediate03212016,1,ppm,no
10/18/2018 8:56,10/18/2018 8:57,0,71.13.124.34,100,76,1,10/18/2018 8:57,R_3NR47jKCTMedxa2,,,,,42.99989319,-89.55220032,anonymous,EN,6.944,14.14,20.914,4,,,,,,,,1,2,3,4.357,8.701,9.685,3,"4,7,10",1,34,5,"1,4",0,5,0,,speed,A11SIGUFXU7LA6,intermediate03212016,0,spp,yes
10/18/2018 8:55,10/18/2018 8:57,0,181.162.135.96,100,145,1,10/18/2018 8:57,R_vHcAueJlid9MNG1,,,,,-33.04780579,-71.60109711,anonymous,EN,,,,,5.944,22.567,25.091,5,,,,300,300,350,27.348,27.348,27.357,1,,0,20,9,3,0,3,0,,To see how people weigh a certain aspect of a product relative to their decision making process.,A3U2SPZ42KULG1,intermediate03212016,1,spp,no
10/18/2018 8:55,10/18/2018 8:58,0,65.33.216.111,100,124,1,10/18/2018 8:58,R_1MGCzpREOHftQPf,,,,,27.71470642,-82.35379791,anonymous,EN,2.983,2.983,32.188,1,,,,,200,200,200,,,,11.928,11.928,11.948,1,,0,71,4,3,0,5,0,,,AMKKZCMZW9O1T,intermediate03212016,1,ppm,yes
10/18/2018 8:55,10/18/2018 8:58,0,71.199.32.188,100,128,1,10/18/2018 8:58,R_30qkNdyKeOs3dUr,,,,,41.74699402,-111.8226013,anonymous,EN,5.807,19.201,20.075,9,,,,,45,50,55,,,,5.549,17.209,17.247,7,,1,38,8,3,0,5,0,,How much you're willing to pay for faster speeds,A2NS6K0B3X3BVK,intermediate03212016,1,ppm,yes
10/18/2018 8:57,10/18/2018 8:58,0,129.106.70.98,100,67,1,10/18/2018 8:58,R_3O0Ns73qVxV9fq9,,,,,29.70410156,-95.40100098,anonymous,EN,,,,,3.369,3.372,11.44,2,,,,100,100,150,1.08,15.401,15.41,5,,1,33,9,3,0,6,0,,Pricing,ATUWQRSJAZQMH,intermediate03212016,1,spp,no
10/18/2018 8:56,10/18/2018 8:58,0,98.244.84.140,100,135,1,10/18/2018 8:58,R_2YJoP61Nc4h4Cvw,,,,,38.03390503,-78.49240112,anonymous,EN,1.83,18.769,27.568,4,,,,,,,,50,75,90,20.317,20.317,20.33,1,,0,31,5,3,0,5,0,,figure out how much people are willing to pay for printers,A2XFKT4HGXMXO2,intermediate03212016,1,spp,yes
10/18/2018 8:56,10/18/2018 8:58,0,107.12.193.117,100,91,1,10/18/2018 8:58,R_cY14TIxwaixyMCJ,,,,,34.75799561,-76.62280273,anonymous,EN,,,,,1.149,37.68,43.541,5,100,150,200,,,,9.348,9.348,9.371,1,,0,32,4,3,0,2,0,,how people think,A4IEHQI7RBRDX,intermediate03212016,1,ppm,no
10/18/2018 8:55,10/18/2018 8:58,0,76.181.221.55,100,191,1,10/18/2018 8:58,R_Uy9bWYPP4ZIKLHb,,,,,40.86889648,-84.5904007,anonymous,EN,6.607,28.659,33.431,8,,,,,79,99,129,,,,13.985,14.044,14.11,2,,1,56,2,3,0,3,0,,To see how we make decisions on products when under a certain time constraint.,A250O9DMQQQAFL,intermediate03212016,1,ppm,yes
10/18/2018 8:56,10/18/2018 8:58,0,24.107.34.145,100,141,1,10/18/2018 8:58,R_Tw9dcoV9pIKyGI1,,,,,38.80499268,-89.96369934,anonymous,EN,,,,,5.806,16.359,25.679,3,,,,100,75,35,20.328,20.328,20.377,1,,0,43,7,3,0,3,0,,how much I value time vs. money,A273QGE46SSQPE,intermediate03212016,1,spp,no
10/18/2018 8:46,10/18/2018 8:58,0,98.218.87.22,100,757,1,10/18/2018 8:58,R_T6mkMNwlJqiYaD7,,,,,38.81489563,-77.1210022,anonymous,EN,,,,,7.781,18.547,22.066,3,,,,20,20,30,21.314,21.314,21.346,1,,0,24,9,1,0,3,0,,To see how the speed of the printer affected how much I was willing to pay for it,A39QJ6LV8AG0ZJ,intermediate03212016,1,spp,no
10/18/2018 8:54,10/18/2018 8:59,0,72.21.196.64,100,283,1,10/18/2018 8:59,R_2AKi9Un62v2wamV,,,,,39.0480957,-77.47280121,anonymous,EN,4.326,22.501,24.363,6,,,,,200,250,300,,,,17.307,17.307,17.318,1,,1,26,8,3,0,4,0,,different product opinions,A2YT5JWINHOI2Y,intermediate03212016,1,ppm,yes
10/18/2018 8:54,10/18/2018 8:59,0,50.226.80.203,100,255,1,10/18/2018 8:59,R_2wLyXVsPgQJyWav,,,,,29.72470093,-95.36250305,anonymous,EN,,,,,32.542,41.116,44.07,6,,,,50,55,65,23.69,23.704,23.779,2,,1,52,9,1,0,5,0,,Consumer preferences about product spending when they really need something.,A12XMUO7UW08EK,intermediate03212016,1,spp,no
10/18/2018 8:55,10/18/2018 8:59,0,69.243.161.167,100,202,1,10/18/2018 8:59,R_32KNu6cajdEHfWD,,,,,41.80929565,-87.7052002,anonymous,EN,10.687,26.168,28.748,3,,,,,40,45,55,,,,41.988,41.988,41.994,1,,1,35,8,4,0,5,0,,our response to stressors  when making decisions ,ALGU91SE88LAX,intermediate03212016,1,ppm,yes
10/18/2018 8:58,10/18/2018 8:59,0,192.214.98.82,100,76,1,10/18/2018 8:59,R_8i6aVpUQyxV62aJ,,,,,47.60620117,-122.3320999,anonymous,EN,,,,,2.061,4.282,24.114,3,30,50,80,,,,10.112,10.112,10.125,1,,0,26,2,3,0,4,0,,To find out what people were willing to pay. ,A36V1D3F0N69RP,intermediate03212016,1,ppm,no
10/18/2018 8:55,10/18/2018 8:59,0,68.42.113.142,100,219,1,10/18/2018 8:59,R_1rqRu8OIw8AuCCe,,,,,42.21960449,-83.604599,anonymous,EN,3.6,14.742,24.036,3,,,,,300,400,500,,,,62.964,62.964,63.032,1,,0,30,4,1,0,5,,,to understand how people value different printers.,A1IHZM1WAD04P2,intermediate03212016,1,ppm,yes
10/18/2018 8:58,10/18/2018 8:59,0,172.56.29.35,100,94,1,10/18/2018 8:59,R_9QzjtOe9sL3oHaV,,,,,39.99249268,-75.11329651,anonymous,EN,2.183,23.433,24.293,15,,,,,75,75,150,,,,12.076,19.906,19.958,5,,0,33,6,3,0,5,0,,,A29DTOJJVU7GCA,intermediate03212016,1,ppm,yes
10/18/2018 8:58,10/18/2018 8:59,0,65.199.27.9,100,67,1,10/18/2018 8:59,R_3EusA5iodDaJuTr,,,,,38.93629456,-77.05989838,anonymous,EN,,,,,2.117,2.117,9.001,1,,,,25,45,80,8.966,8.966,8.936,1,,1,26,5,3,0,6,0,,,A3IC61LDXYISDY,intermediate03212016,1,spp,no
10/18/2018 8:55,10/18/2018 9:00,0,162.216.161.117,100,289,1,10/18/2018 9:00,R_302Epi5NsDuyOvu,,,,,18,-76.80000305,anonymous,EN,,,,,48.303,57.493,60.916,8,,,,80,90,100,4.459,20.056,20.261,4,,0,31,4,1,0,4,0,,What I am willing to pay for a product,A7H4PDDRFL6SA,intermediate03212016,1,spp,no
10/18/2018 8:58,10/18/2018 9:00,0,198.137.18.18,100,99,1,10/18/2018 9:00,R_3EFEDTHFXZcez5K,,,,,33.94329834,-83.37239838,anonymous,EN,,,,,3.494,10.262,16.218,3,,,,75,100,150,8.221,12.924,12.937,3,,1,28,3,1,0,6,0,,To evaluate how valuable people think printing speed is when purchasing a new printer.,A25WDO0IQ0H0A7,intermediate03212016,1,spp,no
10/18/2018 8:59,10/18/2018 9:00,0,71.13.114.54,100,81,1,10/18/2018 9:00,R_vUJ6XEJgKdP2dd7,,,,,43.65080261,-89.76650238,anonymous,EN,,,,,1.195,11.227,11.493,5,30,40,70,,,,7.101,7.101,7.21,1,,1,28,7,3,0,3,0,,How much I am willing to pay for product performance based on my age and income bracket. ,A2EW969R3LV39S,intermediate03212016,1,ppm,no
10/18/2018 8:59,10/18/2018 9:00,0,129.59.122.156,100,59,1,10/18/2018 9:00,R_2pK5lYuPd9vCRPo,,,,,36.15040588,-86.79160309,anonymous,EN,,,,,3.734,3.734,12.581,1,,,,40,50,60,13.832,13.832,13.841,1,,1,26,9,3,0,5,0,,,AGKUY0GXDS0KH,intermediate03212016,1,spp,no
10/18/2018 8:57,10/18/2018 9:00,0,208.190.202.165,100,198,1,10/18/2018 9:00,R_3ejYBESIJ3yawJR,,,,,38.95750427,-94.64520264,anonymous,EN,,,,,17.777,25.321,28.651,3,,,,150,150,150,73.706,73.706,73.884,1,,1,54,5,3,0,2,0,,I have no idea,A1S03P9RIR1726,intermediate03212016,1,spp,no
10/18/2018 8:55,10/18/2018 9:00,0,172.77.121.51,100,294,1,10/18/2018 9:00,R_7PuRGCzYiQVfekV,,,,,41.24710083,-81.82800293,anonymous,EN,,,,,86.092,96.188,105.986,3,,,,300,400,600,7.882,26.546,26.77,3,,1,53,8,3,0,6,0,,to look at differences in valuing and perceptions of need for convenience based on demographics?,A1TCY2MOSS9OHB,intermediate03212016,1,spp,no
10/18/2018 8:58,10/18/2018 9:00,0,162.233.12.32,100,135,1,10/18/2018 9:00,R_3nod8QEJGjKLRfV,,,,,35.02799988,-85.72250366,anonymous,EN,10.287,18.527,24.53,2,,,,,150,250,300,,,,8.145,8.145,8.165,1,,1,33,1,1,0,4,0,,Printers for consumer perception?,A23P6W73JCU4HU,intermediate03212016,1,ppm,yes
10/18/2018 8:58,10/18/2018 9:00,0,67.61.241.176,100,120,1,10/18/2018 9:00,R_1IhMMgHwoRxR0vX,,,,,34.77999878,-96.69239807,anonymous,EN,,,,,2.93,15.264,19.449,3,250,275,325,,,,13.862,13.862,14.788,1,10,0,68,6,3,0,8,0,,Determine willingness to pay extra for increased printer speed.,A3697L3XNWFB35,intermediate03212016,0,ppm,no
10/18/2018 8:59,10/18/2018 9:00,0,24.131.242.149,100,59,1,10/18/2018 9:00,R_2rC1UnVi72bke2E,,,,,40.44059753,-79.99590302,anonymous,EN,1.31,11.537,15.45,4,,,,,45,50,100,,,,3.901,3.901,3.909,1,,0,35,9,3,0,5,0,,"I'm not sure, a hurried decision?",A26JIHKBORI9X,intermediate03212016,1,ppm,yes
10/18/2018 8:59,10/18/2018 9:01,0,99.203.16.173,100,71,1,10/18/2018 9:01,R_3Hz99i2AsTMgwwO,,,,,39.28559875,-76.68990326,anonymous,EN,1.179,1.179,8.285,1,,,,,20,30,40,,,,6.526,6.526,6.566,1,,0,33,5,3,0,5,0,,no idea,A2873IWWYUPLSP,intermediate03212016,1,ppm,yes
10/18/2018 8:59,10/18/2018 9:01,0,24.213.167.78,100,115,1,10/18/2018 9:01,R_2fuPBH6w8vlYBBN,,,,,40.73750305,-73.98130035,anonymous,EN,,,,,6.468,26.158,26.749,5,20,25,40,,,,9.202,9.202,9.211,1,,0,26,8,2,0,5,0,,How reward influences effort,AH35DJ3I5O5F0,intermediate03212016,1,ppm,no
10/18/2018 8:57,10/18/2018 9:01,0,71.171.122.126,100,216,1,10/18/2018 9:01,R_21nTY13IjolOkQd,,,,,39.01800537,-77.53900146,anonymous,EN,4.162,26.95,29.448,5,,,,,,,,150,200,300,60.661,62.003,62.019,2,,1,29,5,2,0,3,0,,To see how much a customer might think a value of an item would be. How much is too expensive and how much is enough.,A57CX37RYVZ7S,intermediate03212016,1,spp,yes
10/18/2018 8:59,10/18/2018 9:01,0,117.195.231.96,100,123,1,10/18/2018 9:01,R_3LhY021aX2MIc0c,,,,,17.37530518,78.47439575,anonymous,EN,,,,,2.202,11.682,14.113,6,300,350,500,,,,0.766,3.9,4.097,6,,0,28,7,3,0,6,0,,Human behavior study ,AABNF6SYI58O8,intermediate03212016,1,ppm,no
10/18/2018 8:59,10/18/2018 9:01,0,108.194.142.162,100,122,1,10/18/2018 9:01,R_3s78z1vLqymsTgd,,,,,42.81350708,-86.14260101,anonymous,EN,6.446,20.887,23.082,5,,,,,,,,150,175,200,1.48,22.256,22.345,3,,1,44,9,3,0,6,0,,no idea,A2A76DZHF7N9AB,intermediate03212016,1,spp,yes
10/18/2018 8:58,10/18/2018 9:01,0,72.74.201.186,100,184,1,10/18/2018 9:01,R_1fZNDHAM2LtXTow,,,,,42.08470154,-71.00019836,anonymous,EN,7.072,34.343,38.187,3,,,,,,,,100,100,100,10.39,17.589,17.609,2,,1,65,4,3,0,3,0,,dealing with distraction (flashing red)?????????????,AKC6351TW2FA4,intermediate03212016,1,spp,yes
10/18/2018 8:56,10/18/2018 9:01,0,73.130.161.54,100,320,1,10/18/2018 9:01,R_3iDUlJHPT2Y5B1I,,,,,40.27819824,-76.70939636,anonymous,EN,4.615,7.783,11.839,3,,,,,,,,60,70,75,6.872,6.872,6.881,1,,0,43,8,3,0,6,0,,price on printers,AKPOOCX0TCFMD,intermediate03212016,1,spp,yes
10/18/2018 9:01,10/18/2018 9:02,0,75.39.85.140,100,35,1,10/18/2018 9:02,R_vlE88uWbeEfL4Zj,,,,,41.36759949,-81.86180115,anonymous,EN,,,,,0.77,4.61,6.92,5,3,33,333,,,,9.054,9.054,12.354,1,,0,33,3,,,2,1,na,na,A3ANYKOQE1N4R,intermediate03212016,0,ppm,no
10/18/2018 9:00,10/18/2018 9:02,0,173.119.244.180,100,113,1,10/18/2018 9:02,R_1NndTwyxH56AYE5,,,,,39.84710693,-85.97409821,anonymous,EN,,,,,9.396,42.225,46.885,5,50,65,75,,,,11.693,11.693,11.708,1,,1,49,7,3,0,4,0,,I don't know,A20JA64BT9D6FR,intermediate03212016,1,ppm,no
10/18/2018 9:00,10/18/2018 9:02,0,199.115.114.212,100,115,1,10/18/2018 9:02,R_3KqnmukYD5nxyGV,,,,,38.77009583,-77.63210297,anonymous,EN,,,,,6.066,18.035,20.825,3,,,,150,200,250,30.728,30.728,30.742,1,,1,29,4,1,0,5,0,,,ATWAJESPOXKOF,intermediate03212016,1,spp,no
10/18/2018 8:59,10/18/2018 9:02,0,205.173.105.220,100,168,1,10/18/2018 9:02,R_2bHkaRd03cGWHUN,,,,,33.769104,-84.33599854,anonymous,EN,26.941,26.941,35.221,1,,,,,5,10,20,,,,4.355,4.355,4.369,1,,0,30,5,3,0,5,0,Great survey!,To see what I thought about different printers,A3K8J4N2M38P0S,intermediate03212016,1,ppm,yes
10/18/2018 8:59,10/18/2018 9:02,0,66.108.219.72,100,167,1,10/18/2018 9:02,R_1HhLKFdfsr4pVqN,,,,,40.6867981,-73.82299805,anonymous,EN,1.398,1.398,9.034,1,,,,,,,,20,25,25,52.3,61.494,61.504,5,,1,27,7,6,0,5,0,,I dont know,A22HREFDIY7AZN,intermediate03212016,1,spp,yes
10/18/2018 9:01,10/18/2018 9:02,0,165.225.38.200,100,67,1,10/18/2018 9:02,R_1IFqC0fODdpsVOx,,,,,40.71429443,-74.0059967,anonymous,EN,,,,,2.446,2.446,9.9,1,20,30,40,,,,3.744,3.744,3.758,1,,0,38,9,3,0,6,0,,I don't know,A15340BRCER2UO,intermediate03212016,1,ppm,no
10/18/2018 8:56,10/18/2018 9:02,0,172.56.23.76,100,372,1,10/18/2018 9:02,R_1NxKMMQ3hXk3M4k,,,,,42.31260681,-71.1115036,anonymous,EN,,,,,64.664,74.935,90.29,6,70,90,180,,,,3.176,21.952,21.995,7,,0,52,9,3,0,6,0,,To assess how different factors affect consumer behavior.,A1SV3WXUNAS8BX,intermediate03212016,1,ppm,no
10/18/2018 9:00,10/18/2018 9:02,0,75.48.217.219,100,162,1,10/18/2018 9:02,R_2zC5v75OXAXKBgC,,,,,43.01350403,-85.60269928,anonymous,EN,17.01,21.311,22.835,3,,,,,,,,40,50,60,33.802,33.802,33.814,1,,0,19,1,3,0,2,1,Most surveys contain some sort of demographic confirmation. ,The purpose of this study was to see how much someone would pay for a higher speed printer.,AEYTNB08A35N2,intermediate03212016,1,spp,yes
10/18/2018 9:01,10/18/2018 9:03,0,67.152.156.254,100,97,1,10/18/2018 9:03,R_BzdXdCjJKjoNCtH,,,,,44.99130249,-92.94869995,anonymous,EN,6.123,31.269,38.819,5,,,,,50,70,80,,,,3.632,3.632,3.642,1,,1,30,4,3,0,3,0,,How much we think printers cost?,AKV6XRTJXAL3R,intermediate03212016,1,ppm,yes
10/18/2018 8:58,10/18/2018 9:03,0,76.173.146.87,100,283,1,10/18/2018 9:03,R_wWWkriQg3v0f7fX,,,,,21.34880066,-157.8759003,anonymous,EN,2.656,20.378,26.374,4,,,,,,,,50,60,85,35.109,35.109,35.128,1,,1,33,3,2,0,4,1,I have seen questions about demographics all the time,"The price you would pay for printers, how attentive you are",A37D11FS2GI59K,intermediate03212016,1,spp,yes
10/18/2018 8:59,10/18/2018 9:03,0,98.115.181.61,100,211,1,10/18/2018 9:03,R_25LebTUvm1JlcsX,,,,,39.98429871,-75.82530212,anonymous,EN,,,,,6.329,115.551,123.372,11,,,,49.99,69.99,129,9.627,10.884,10.895,2,,1,51,5,3,0,2,1,I've answered several surveys asking what I would consider paying for a product,not sure,A33ZLD9ZLNKLT9,intermediate03212016,1,spp,no
10/18/2018 9:00,10/18/2018 9:03,0,24.210.43.198,100,144,1,10/18/2018 9:03,R_1opUZxAtFVeN77P,,,,,40.00090027,-82.66870117,anonymous,EN,3.059,21.753,28.481,2,,,,,,,,30,35,40,7.85,7.85,7.878,1,,1,28,3,3,0,5,0,,not sure,A3JT9LHWLFHNS8,intermediate03212016,1,spp,yes
10/18/2018 9:00,10/18/2018 9:03,0,198.46.121.130,100,204,1,10/18/2018 9:03,R_3gMYyJRIo76I53j,,,,,40.57110596,-74.63770294,anonymous,EN,,,,,4.847,80.101,82.373,6,,,,60,150,200,7.882,40,40.011,8,,0,30,9,1,0,6,0,,To collect market data on what one is willing to spend on a purchase and what factors influence whether a person spends more or less on an item.,A2AUFOM6LMGGG9,intermediate03212016,1,spp,no
10/18/2018 8:50,10/18/2018 9:03,0,199.91.250.102,100,800,1,10/18/2018 9:03,R_2WBBuRs4EL7LKjb,,,,,43.07749939,-89.38310242,anonymous,EN,,,,,1.566,8.582,8.82,4,100,115,125,,,,48.077,48.077,48.084,1,,0,35,6,3,0,6,0,,How people of different demographics evaluate a buying decision. ,A2B2HQHFBYLTXU,intermediate03212016,1,ppm,no
10/18/2018 9:01,10/18/2018 9:03,0,47.20.200.222,100,145,1,10/18/2018 9:03,R_u1CKdZ5peTo6Zgt,,,,,40.86929321,-74.1710968,anonymous,EN,,,,,2.095,41.131,41.984,7,,,,40,40,45,30.13,30.13,30.146,1,,0,33,5,3,0,5,0,,,A1FCD2XCRJ2UOY,intermediate03212016,1,spp,no
10/18/2018 9:01,10/18/2018 9:04,0,174.222.154.34,100,158,1,10/18/2018 9:04,R_3RaVlPJpJES22Ls,,,,,38.57620239,-121.487999,anonymous,EN,3.845,15.028,20.411,6,,,,,,,,100,125,150,2.774,42.172,42.194,10,,0,28,2,"3,4",0,3,0,,To find out how much a person is willing to pay for a printer,A2QT0Y4NELF70I,intermediate03212016,1,spp,yes
10/18/2018 9:01,10/18/2018 9:04,0,216.129.144.178,100,162,1,10/18/2018 9:04,R_T1m1bn5BJeI84o1,,,,,46.57859802,-87.45449829,anonymous,EN,6.333,37.025,37.422,11,,,,,19,25,35,,,,2.359,13.168,15.073,3,10,1,50,4,1,0,3,0,,To see if we follow directions,A1GZBSAPNDD52R,intermediate03212016,0,ppm,yes
10/18/2018 9:01,10/18/2018 9:04,0,131.6.84.54,100,171,1,10/18/2018 9:04,R_1jNVTzhIGwk9lTt,,,,,37.08309937,-76.36000061,anonymous,EN,7.433,43.226,45.211,6,,,,,45,50,75,,,,41.09,41.09,41.1,1,,1,30,4,3,0,3,0,,Info on how to price printers according to customer's wants/needs.,APRBUS1B28ZCT,intermediate03212016,1,ppm,yes
10/18/2018 9:03,10/18/2018 9:04,0,73.253.43.67,100,102,1,10/18/2018 9:04,R_31ZMv4BhzaMwHLB,,,,,41.31539917,-72.69680023,anonymous,EN,1.581,10.516,12.787,3,,,,,150,175,200,,,,5.18,9.051,9.078,2,,0,34,7,3,0,2,0,n/a,to see how valuable we think a faster printer is,A1JOGLG7TRDN37,intermediate03212016,1,ppm,yes
10/18/2018 9:03,10/18/2018 9:04,0,74.217.93.211,100,99,1,10/18/2018 9:04,R_3QMkphSSN6Od44k,,,,,41.25860596,-95.93779755,anonymous,EN,,,,,4.738,4.738,12.401,1,,,,20,30,50,10.65,10.65,10.664,1,,0,26,3,3,0,5,0,,See how people value their time,A2FOXGYDJRHL7L,intermediate03212016,1,spp,no
10/18/2018 9:03,10/18/2018 9:05,0,66.186.234.18,100,67,1,10/18/2018 9:05,R_oYaHf3nH0YpGeop,,,,,30.45899963,-90.90270233,anonymous,EN,3.027,3.027,10.73,1,,,,,,,,200,100,10,10.01,10.01,10.033,1,,0,29,9,3,0,7,0,,To see how people valued objects when they were under a time crunch.,A2WC8C5H4HJJMC,intermediate03212016,1,spp,yes
10/18/2018 9:03,10/18/2018 9:05,0,66.190.164.41,100,88,1,10/18/2018 9:05,R_1dKUC7wOCtVJV3p,,,,,33.57980347,-85.08119965,anonymous,EN,,,,,4.504,18.939,22.625,2,15,17,30,,,,9.508,9.508,9.518,1,,1,32,4,2,0,3,0,n/a,decision making,A3L4RJUHA0CJEA,intermediate03212016,1,ppm,no
10/18/2018 9:03,10/18/2018 9:05,0,129.105.81.219,100,136,1,10/18/2018 9:05,R_vNdifLlLXgREfIJ,,,,,42.05859375,-87.68450165,anonymous,EN,5.695,37.255,42.782,3,,,,,,,,35,40,60,29.3,29.3,29.308,1,,0,31,9,1,0,6,0,,Not sure,A3D3D3F8X3NQYH,intermediate03212016,1,spp,yes
10/18/2018 9:04,10/18/2018 9:05,0,71.30.166.169,100,74,1,10/18/2018 9:05,R_3qgqxmV00Hk4wy9,,,,,29.57850647,-95.6065979,anonymous,EN,,,,,2.954,2.954,10.351,1,100,120,130,,,,5.033,10.805,10.822,3,,0,18,8,2,0,3,0,,I think the purpose was to see how much people would pay for a printer based on income,A1F01FVEPYCPHO,intermediate03212016,1,ppm,no
10/18/2018 8:58,10/18/2018 9:06,0,107.172.141.139,100,426,1,10/18/2018 9:06,R_2ZPwttKC1q06N3L,,,,,42.88639832,-78.87809753,anonymous,EN,7.193,21.988,28.39,5,,,,,3,5,9,,,,14.169,47.947,53.865,11,"1,2,4,6,9,10",0,54,5,1,0,6,0,,good,A1ZFJAW1835MOF,intermediate03212016,0,ppm,yes
10/18/2018 9:03,10/18/2018 9:06,0,24.101.214.230,100,140,1,10/18/2018 9:06,R_2vliyCJYA4Vf3Dk,,,,,39.60450745,-75.95379639,anonymous,EN,20.1,40.874,48.487,3,,,,,,,,50,50,50,17.62,17.62,17.663,1,,0,41,2,3,0,3,0,,Don't know,A1YT6E0W0SDP0R,intermediate03212016,1,spp,yes
10/18/2018 9:02,10/18/2018 9:06,0,75.186.85.64,100,212,1,10/18/2018 9:06,R_xh2s6kkJHlH2pjz,,,,,40.28739929,-84.16220093,anonymous,EN,,,,,5.041,28.887,33.849,3,20,25,30,,,,30.23,30.23,30.271,1,,1,19,1,3,0,2,0,,To see people's ability to follow written instructions. ,A1B860YTPA8W3N,intermediate03212016,1,ppm,no
10/18/2018 9:04,10/18/2018 9:06,0,131.247.56.82,100,142,1,10/18/2018 9:06,R_33wYFhOQj1hkH17,,,,,28.05999756,-82.40789795,anonymous,EN,,,,,2.451,59.228,62.873,6,,,,20,30,50,11.243,11.243,11.251,1,,0,56,4,3,0,5,0,,Product preference by the consumer.,A2MPOAEQ25ZJAD,intermediate03212016,1,spp,no
10/18/2018 9:05,10/18/2018 9:07,0,68.195.207.75,100,106,1,10/18/2018 9:07,R_3MsTGWLwsKll2ZG,,,,,40.99569702,-74.14089966,anonymous,EN,8.467,8.467,17.721,1,,,,,40,50,65,,,,15.453,15.453,15.468,1,,0,39,4,3,0,3,0,,To see how much people will pay for a printer.,A18EAY4AKNN0U2,intermediate03212016,1,ppm,yes
10/18/2018 9:06,10/18/2018 9:07,0,47.185.26.104,100,56,1,10/18/2018 9:07,R_Uymx9fyMrZptcuB,,,,,32.93099976,-97.28430176,anonymous,EN,1.934,12.109,14.12,3,,,,,75,100,150,,,,2.744,2.744,2.759,1,,1,30,6,3,0,5,0,,I do not know,ARLGZWN6W91WD,intermediate03212016,1,ppm,yes
10/18/2018 9:06,10/18/2018 9:07,0,198.212.199.98,100,71,1,10/18/2018 9:07,R_1hLtDA4wYlvhKpV,,,,,39.66209412,-75.56629944,anonymous,EN,,,,,1.502,7.214,9.617,3,45,50,60,,,,13.086,13.086,13.112,1,,0,35,8,3,0,5,0,,not sure to be honest,A3QH4NEUUO81CX,intermediate03212016,1,ppm,no
10/18/2018 9:04,10/18/2018 9:08,0,24.237.158.10,100,237,1,10/18/2018 9:08,R_2t2STxUJ3XEFP8J,,,,,61.20370483,-149.7447052,anonymous,EN,4.261,26.789,31.773,5,,,,,199,210,250,,,,24.305,24.305,24.337,1,,1,65,4,3,0,5,0,,how much I was willing to pay for a printer,A38AF7RJM28PGX,intermediate03212016,1,ppm,yes
10/18/2018 9:05,10/18/2018 9:08,0,160.179.89.120,100,186,1,10/18/2018 9:08,R_Pz9A5qO9jPKiLip,,,,,34.03720093,-4.999801636,anonymous,EN,,,,,12.779,33.907,37.9,4,,,,50,30,20,32.127,32.127,32.181,1,,0,25,3,3,0,3,0,,shopping behavior ,A3GM1ALJEW98WN,intermediate03212016,1,spp,no
10/18/2018 9:05,10/18/2018 9:08,0,67.143.128.135,100,197,1,10/18/2018 9:08,R_2fAHYUT9G2Ted3p,,,,,37.75100708,-97.8219986,anonymous,EN,1.935,39.819,47.867,7,,,,,,,,100,75,50,4.574,8.224,9.025,4,"2,10",0,31,1,4,0,3,1,Shopped for a printer,"Unsure, printer prices",A1XY3I8ZFKM3N,intermediate03212016,0,spp,yes
10/18/2018 9:06,10/18/2018 9:08,0,99.120.144.62,100,142,1,10/18/2018 9:08,R_PMVu6QekcgDSyxr,,,,,32.79580688,-117.0707016,anonymous,EN,3.681,17.893,22.05,3,,,,,87,110,140,,,,13.22,13.22,13.233,1,,0,65,9,3,0,3,,,I don't know. To see if that blinking screen messes with us?,ADXHWQLUQBK77,intermediate03212016,1,ppm,yes
10/18/2018 9:06,10/18/2018 9:08,0,207.29.45.2,100,163,1,10/18/2018 9:08,R_2f1xYUPGVHmZxBm,,,,,40.72720337,-73.94979858,anonymous,EN,,,,,8.8,34.4,43.941,12,,,,40,60,80,1.185,18.401,18.678,15,,0,36,8,2,0,7,0,,Test how much consumers will pay for convenience.,A2FV2U7RGBVK2T,intermediate03212016,1,spp,no
10/18/2018 9:07,10/18/2018 9:09,0,147.26.39.173,100,94,1,10/18/2018 9:09,R_ZjJnflMy15aNjGN,,,,,29.87539673,-97.94039917,anonymous,EN,13.288,25.047,28.945,3,,,,,,,,50,40,25,8.659,8.659,8.677,1,,0,34,6,3,0,5,0,,How much people would pay for product features.,A2Q7BWWDXGQJQR,intermediate03212016,1,spp,yes
