StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,a_wtp3,a_wtp2,a_wtp1,b_wtp3,b_wtp2,b_wtp1,c_wtp3,c_wtp2,c_wtp1,d_wtp3,d_wtp2,d_wtp1,e_wtp3,e_wtp2,e_wtp1,sex,age,race,education,income,english,mturkcode
1/9/2015 16:08,1/9/2015 16:09,IP Address,66.188.144.154,,71,TRUE,1/9/2015 16:09,R_2RWjIEMsNzXAYkz,,,,,,,2,1,50,,,,,,,1,34,5,3,2,1,1596
1/9/2015 16:08,1/9/2015 16:09,IP Address,50.182.240.179,,68,TRUE,1/9/2015 16:09,R_en6Y2EuQItEl4sR,,,,2.5,2.25,2,,,,,,,,,,1,23,5,4,2,1,37707
1/9/2015 16:09,1/9/2015 16:10,IP Address,172.56.4.132,,74,TRUE,1/9/2015 16:10,R_elkZwHq1nyUNqIZ,5,3,2,,,,,,,,,,,,,1,32,5,3,1,1,56626
1/9/2015 16:09,1/9/2015 16:10,IP Address,74.110.206.26,,75,TRUE,1/9/2015 16:10,R_W6EUa8bjGGF20cp,,,,,,,,,,2.5,2,1.5,,,,2,49,5,4,2,1,24101
1/9/2015 16:09,1/9/2015 16:11,IP Address,99.64.52.122,,128,TRUE,1/9/2015 16:11,R_1guWlLVnGUOITAg,,,,,,,,,,,,,2.25,1.85,1.1,2,69,5,3,2,1,17997
1/9/2015 16:12,1/9/2015 16:13,IP Address,68.43.226.18,,38,TRUE,1/9/2015 16:13,R_e5a8nt8hUBQt8EV,,,,,,,3,2,1,,,,,,,1,22,5,2,1,1,21572
1/9/2015 16:12,1/9/2015 16:13,IP Address,38.100.60.220,,57,TRUE,1/9/2015 16:13,R_1JOxlOZhVVulhjh,,,,,,,,,,1.5,1.1,0.99,,,,2,51,5,4,5,1,11376
1/9/2015 16:08,1/9/2015 16:13,IP Address,108.91.166.166,,346,TRUE,1/9/2015 16:13,R_3CPibGU4IE5KC64,3.5,2,1.25,,,,,,,,,,,,,1,38,5,3,3,1,89640
1/9/2015 16:10,1/9/2015 16:13,IP Address,98.109.156.228,,183,TRUE,1/9/2015 16:13,R_2w5NvLvkVXdRbnq,,,,,,,,,,,,,20,15,10,1,47,5,2,2,1,72414
1/9/2015 16:13,1/9/2015 16:14,IP Address,69.14.122.194,,48,TRUE,1/9/2015 16:14,R_1lgWHx5KA1iUfSK,,,,3,2.5,1.5,,,,,,,,,,1,46,5,4,3,1,41025
1/9/2015 16:13,1/9/2015 16:14,IP Address,67.140.72.94,,41,TRUE,1/9/2015 16:14,R_3Rr2rq59oszCM3I,5,3,2,,,,,,,,,,,,,2,27,5,3,2,1,39041
1/9/2015 16:13,1/9/2015 16:14,IP Address,99.110.220.105,,65,TRUE,1/9/2015 16:14,R_bNKqCz55S8bxSfv,,,,10,8,5,,,,,,,,,,1,25,2,4,1,1,17758
1/9/2015 16:14,1/9/2015 16:15,IP Address,174.25.74.22,,57,TRUE,1/9/2015 16:15,R_2XclbCYFhP3YBq5,,,,,,,,,,2,1.5,1,,,,2,52,5,5,1,1,22927
1/9/2015 16:15,1/9/2015 16:16,IP Address,66.66.98.205,,50,TRUE,1/9/2015 16:16,R_3HtBEwkdFzwuOQ7,,,,,,,14,9,4,,,,,,,1,28,5,4,4,1,39915
1/9/2015 16:16,1/9/2015 16:16,IP Address,99.109.96.242,,28,TRUE,1/9/2015 16:16,R_2S1Daf81d7GlFrs,,,,5,4,3,,,,,,,,,,1,45,5,6,5,1,31234
1/9/2015 16:15,1/9/2015 16:17,IP Address,75.115.39.132,,160,TRUE,1/9/2015 16:17,R_9G251eIqRq5TsGh,,,,,,,2,1.75,1.25,,,,,,,2,33,2,4,3,2,5894
1/9/2015 16:20,1/9/2015 16:20,IP Address,75.114.152.77,,44,TRUE,1/9/2015 16:20,R_rrP4G0nBqk5uo01,,,,,,,,,,,,,5,4,2,2,36,5,3,4,1,18398
1/9/2015 16:20,1/9/2015 16:22,IP Address,74.101.161.50,,99,TRUE,1/9/2015 16:22,R_dd1Ehvq9scYlW13,,,,,,,,,,3.5,3,2.5,,,,1,68,5,5,4,1,3810
1/9/2015 16:20,1/9/2015 16:22,IP Address,50.179.226.151,,76,TRUE,1/9/2015 16:22,R_3pm1RXhjskeVDSV,,,,2.5,2,1.5,,,,,,,,,,1,40,3,5,4,1,95357
1/9/2015 16:20,1/9/2015 16:22,IP Address,75.226.56.90,,87,TRUE,1/9/2015 16:22,R_2uGPp9zJCiCEViB,2,1.5,1,,,,,,,,,,,,,2,67,5,2,2,1,55546
1/9/2015 16:22,1/9/2015 16:23,IP Address,75.88.25.85,,72,TRUE,1/9/2015 16:23,R_eG9Cc7zUxRPPJqd,,,,,,,,,,,,,6,5,3,2,44,5,3,1,1,58425
1/9/2015 16:22,1/9/2015 16:24,IP Address,96.38.45.254,,93,TRUE,1/9/2015 16:24,R_3g1MtyJf1GPeM3C,,,,,,,9,7,4,,,,,,,1,26,5,3,3,1,3020
1/9/2015 16:24,1/9/2015 16:24,IP Address,129.59.122.23,,26,TRUE,1/9/2015 16:24,R_1mn6jY8yFYaTyi1,2,1.5,1.25,,,,,,,,,,,,,1,29,5,6,2,1,6091
1/9/2015 16:21,1/9/2015 16:25,IP Address,107.140.42.218,,211,TRUE,1/9/2015 16:25,R_7U04sFPFp4t3b0t,,,,,,,,,,20,15,10,,,,2,23,5,3,3,1,29968
1/9/2015 16:24,1/9/2015 16:25,IP Address,70.181.161.207,,62,TRUE,1/9/2015 16:25,R_ewFBRNeY6PZMi2d,,,,,,,4,3,2,,,,,,,2,53,5,3,2,1,51943
1/9/2015 16:25,1/9/2015 16:25,IP Address,98.206.135.232,,36,TRUE,1/9/2015 16:25,R_2pWaXHNc77NK4uZ,,,,,,,,,,,,,5,5,10,1,25,5,5,3,1,53443
1/9/2015 16:14,1/9/2015 16:26,IP Address,72.94.102.7,,731,TRUE,1/9/2015 16:26,R_xzxzabMrIUOMzHH,3.5,1.5,1.25,,,,,,,,,,,,,1,32,5,3,1,1,65562
1/9/2015 16:26,1/9/2015 16:26,IP Address,162.236.198.73,,46,TRUE,1/9/2015 16:26,R_RnpX2uqF6lYG1Xz,,,,,,,,,,5,4,3,,,,2,25,3,4,3,1,36909
1/9/2015 16:26,1/9/2015 16:27,IP Address,172.242.217.249,,74,TRUE,1/9/2015 16:27,R_824HPEpmX8kZkwp,,,,,,,,,,,,,3,2.5,1.5,1,38,5,4,2,1,69434
1/9/2015 16:26,1/9/2015 16:27,IP Address,96.236.221.56,,55,TRUE,1/9/2015 16:27,R_3qpoVhMc7PnIpFK,,,,,,,,,,3,2.75,2.5,,,,2,22,3,3,3,1,20725
1/9/2015 16:27,1/9/2015 16:28,IP Address,99.102.183.247,,33,TRUE,1/9/2015 16:28,R_2tmLbfzvSl2dDTj,5,4,3,,,,,,,,,,,,,1,23,4,2,4,1,7874
1/9/2015 16:27,1/9/2015 16:28,IP Address,70.196.70.213,,45,TRUE,1/9/2015 16:28,R_2vcxbOU2LTbgwZe,,,,1.99,1.5,0.99,,,,,,,,,,2,27,5,4,1,1,84203
1/9/2015 16:28,1/9/2015 16:28,IP Address,96.254.61.2,,30,TRUE,1/9/2015 16:28,R_1rl7BgfXC9zSwHq,,,,5,3,2,,,,,,,,,,1,23,3,3,1,1,52631
1/9/2015 16:27,1/9/2015 16:28,IP Address,71.218.191.190,,64,TRUE,1/9/2015 16:28,R_1kUEHuR0TfCo4gJ,,,,,,,2.25,1.75,1.15,,,,,,,2,32,5,4,3,1,27549
1/9/2015 16:28,1/9/2015 16:29,IP Address,129.2.220.237,,39,TRUE,1/9/2015 16:29,R_3ISvuSmCqQ2IrB8,,,,,,,,,,,,,2.5,2.25,1.5,1,22,5,3,1,1,94110
1/9/2015 16:24,1/9/2015 16:29,IP Address,72.182.41.174,,304,TRUE,1/9/2015 16:29,R_3kbNqUMNEqUEQ03,,,,12,33,22,,,,,,,,,,1,22,"2,5",3,1,1,43153
1/9/2015 16:29,1/9/2015 16:29,IP Address,70.140.159.130,,33,TRUE,1/9/2015 16:29,R_ONKTVfCKOdxPxTj,,,,,,,4,3,2,,,,,,,1,20,5,3,4,1,35687
1/9/2015 16:29,1/9/2015 16:30,IP Address,104.10.168.39,,66,TRUE,1/9/2015 16:30,R_3si73pjT1Z2hOyI,5,3,2.5,,,,,,,,,,,,,1,18,6,2,1,2,55041
1/9/2015 16:30,1/9/2015 16:32,IP Address,76.23.190.97,,116,TRUE,1/9/2015 16:32,R_3wl1WI0YBR9VZkh,,,,,,,,,,10,8,4,,,,2,24,3,3,1,1,86426
1/9/2015 16:32,1/9/2015 16:33,IP Address,98.244.40.35,,68,TRUE,1/9/2015 16:33,R_3oTtXvENKqH1R2M,3,1.5,1,,,,,,,,,,,,,2,34,2,5,3,1,50324
1/9/2015 16:33,1/9/2015 16:34,IP Address,24.33.77.218,,51,TRUE,1/9/2015 16:34,R_3CO4jYOOWQZNQM6,,,,,,,,,,,,,2.75,2.5,1.5,1,33,5,6,5,1,60034
1/9/2015 16:32,1/9/2015 16:34,IP Address,67.160.34.206,,75,TRUE,1/9/2015 16:34,R_TgUCqKdff9hLvNL,,,,,,,,,,3.75,3.25,3,,,,2,26,5,3,2,1,61980
1/9/2015 16:33,1/9/2015 16:34,IP Address,66.30.103.59,,60,TRUE,1/9/2015 16:34,R_2zZ0GRxZT4hO2cr,,,,,,,4,3,2,,,,,,,2,33,5,3,4,1,96417
1/9/2015 16:34,1/9/2015 16:34,IP Address,216.21.174.54,,32,TRUE,1/9/2015 16:34,R_008SbdxZRIOI0y5,5,3,2.5,,,,,,,,,,,,,1,24,5,4,1,1,2442
1/9/2015 16:33,1/9/2015 16:34,IP Address,66.99.114.250,,77,TRUE,1/9/2015 16:34,R_1puoQkGl3ByLzhM,,,,4.99,3.99,2.99,,,,,,,,,,1,27,5,4,3,1,12037
1/9/2015 16:34,1/9/2015 16:35,IP Address,71.203.148.22,,43,TRUE,1/9/2015 16:35,R_wN7a7oudA5nlmy5,,,,,,,3,2.5,1.99,,,,,,,1,43,5,5,4,1,78599
1/9/2015 16:34,1/9/2015 16:35,IP Address,159.53.174.140,,71,TRUE,1/9/2015 16:35,R_1rOiFvnFCGtPaHj,,,,,,,,,,,,,1.5,1.25,0.75,1,25,5,4,4,1,98604
1/9/2015 16:35,1/9/2015 16:36,IP Address,69.210.140.102,,43,TRUE,1/9/2015 16:36,R_1JIUx2Tqyj3kEDS,,,,,,,,,,7,5,4,,,,1,28,5,2,2,1,3758
1/9/2015 16:36,1/9/2015 16:36,IP Address,108.5.180.163,,38,TRUE,1/9/2015 16:36,R_2DXGN9tSW3TN8gq,,,,4,3,2,,,,,,,,,,1,25,2,4,4,1,21586
1/9/2015 16:36,1/9/2015 16:36,IP Address,68.199.143.5,,26,TRUE,1/9/2015 16:36,R_1itkcgZxEkO323m,,,,1.5,1.25,1,,,,,,,,,,1,28,5,4,5,1,8010
1/9/2015 16:37,1/9/2015 16:38,IP Address,12.71.108.206,,27,TRUE,1/9/2015 16:38,R_3PgxBS7Gaw0YtPe,5,4,3,,,,,,,,,,,,,2,46,5,3,4,1,24123
1/9/2015 16:37,1/9/2015 16:38,IP Address,216.195.97.82,,67,TRUE,1/9/2015 16:38,R_21aCV0N3Y6Pqavu,,,,,,,,,,2.05,1.89,1.19,,,,2,51,5,3,5,1,16835
1/9/2015 16:37,1/9/2015 16:38,IP Address,69.47.164.175,,60,TRUE,1/9/2015 16:38,R_3OrdrVr9CHxDPOc,,,,,,,,,,,,,2.49,1.99,0.99,2,29,5,4,4,1,69652
1/9/2015 16:37,1/9/2015 16:39,IP Address,23.240.68.66,,73,TRUE,1/9/2015 16:39,R_1161fdMh7Yl5cwg,,,,,,,2,1.75,1.5,,,,,,,1,31,5,4,3,1,48415
1/9/2015 16:38,1/9/2015 16:39,IP Address,108.195.108.155,,64,TRUE,1/9/2015 16:39,R_PugRkhzPiFGA4V3,,,,,,,,,,1.99,1.5,0.99,,,,1,41,5,3,3,1,62097
1/9/2015 16:38,1/9/2015 16:39,IP Address,24.59.154.84,,40,TRUE,1/9/2015 16:39,R_2yfTtceimR933DP,,,,,,,,,,,,,1.5,1.25,1,1,25,5,2,1,1,56459
1/9/2015 16:38,1/9/2015 16:39,IP Address,24.12.58.216,,43,TRUE,1/9/2015 16:39,R_3oRdHfSoQojWyIu,,,,,,,2.5,1.5,1,,,,,,,1,33,5,4,3,1,74076
1/9/2015 16:39,1/9/2015 16:40,IP Address,96.254.175.110,,31,TRUE,1/9/2015 16:40,R_1l9LpolYYPuxcDo,,,,,,,,,,5,6,7,,,,1,28,5,4,3,1,47687
1/9/2015 16:39,1/9/2015 16:40,IP Address,76.164.20.90,,59,TRUE,1/9/2015 16:40,R_Qbj2PoNeumTsG9r,4,3,2.5,,,,,,,,,,,,,1,33,5,4,4,1,89835
1/9/2015 16:39,1/9/2015 16:40,IP Address,173.65.74.183,,66,TRUE,1/9/2015 16:40,R_e8JlA8LZZUYKqs1,,,,10,7,5,,,,,,,,,,1,32,5,3,2,1,5592
1/9/2015 16:39,1/9/2015 16:40,IP Address,73.160.38.248,,45,TRUE,1/9/2015 16:40,R_bILm18xuvJZIMZH,,,,1.1,1,0.7,,,,,,,,,,1,30,5,2,1,1,86690
1/9/2015 16:39,1/9/2015 16:40,IP Address,99.42.16.181,,43,TRUE,1/9/2015 16:40,R_2OUYXxRtesKJ0Wu,3,2,1.75,,,,,,,,,,,,,2,19,"2,5",2,4,1,16769
1/9/2015 16:40,1/9/2015 16:40,IP Address,24.188.27.48,,24,TRUE,1/9/2015 16:40,R_27NZjmU1ITqRDpp,,,,3,2.5,2,,,,,,,,,,2,30,2,6,3,2,4827
1/9/2015 16:39,1/9/2015 16:40,IP Address,162.229.193.165,,47,TRUE,1/9/2015 16:40,R_1NfWWrlNDk4Sw3s,,,,,,,10,7,5,,,,,,,2,25,2,4,4,2,56210
1/9/2015 16:39,1/9/2015 16:40,IP Address,173.51.43.194,,71,TRUE,1/9/2015 16:40,R_SV4vQboteiLluEh,,,,,,,,,,,,,5,4,3,2,49,2,4,3,1,42827
1/9/2015 16:40,1/9/2015 16:40,IP Address,184.61.119.111,,43,TRUE,1/9/2015 16:40,R_7PVRWviX02JEblL,,,,,,,2,1.5,1,,,,,,,2,19,5,2,2,1,44787
1/9/2015 16:39,1/9/2015 16:40,IP Address,24.10.242.221,,59,TRUE,1/9/2015 16:40,R_3CCKG4dG7y8W5xh,,,,,,,,,,,,,1.6,1.5,1,1,22,5,3,1,1,43381
1/9/2015 16:40,1/9/2015 16:41,IP Address,108.60.63.3,,31,TRUE,1/9/2015 16:41,R_2PClzGs9p9fDUMw,,,,,,,,,,5,4,2.5,,,,1,19,5,3,4,1,78388
1/9/2015 16:40,1/9/2015 16:41,IP Address,65.28.161.177,,60,TRUE,1/9/2015 16:41,R_1LnBxyffPfBUcdl,3,2,1.5,,,,,,,,,,,,,1,34,5,4,4,1,33178
1/9/2015 16:41,1/9/2015 16:41,IP Address,100.40.133.86,,45,TRUE,1/9/2015 16:41,R_2znHYSD5ab2AuFb,,,,,,,2,1.5,1,,,,,,,2,21,5,3,1,1,57253
1/9/2015 16:41,1/9/2015 16:41,IP Address,70.161.130.54,,39,TRUE,1/9/2015 16:41,R_232zgPe2LcTu0No,5,3,2,,,,,,,,,,,,,1,29,5,4,2,1,89409
1/9/2015 16:41,1/9/2015 16:41,IP Address,23.112.23.15,,45,TRUE,1/9/2015 16:41,R_1EWpzZ5GJ0aVK73,,,,3,1.75,1,,,,,,,,,,1,32,5,2,3,1,22178
1/9/2015 16:41,1/9/2015 16:41,IP Address,70.179.161.79,,32,TRUE,1/9/2015 16:41,R_28ANDD1nIomdM8P,,,,,,,2,1.5,1,,,,,,,1,37,5,4,3,1,72847
1/9/2015 16:41,1/9/2015 16:42,IP Address,168.103.128.2,,49,TRUE,1/9/2015 16:42,R_2uV6NoqJM4yx1eS,,,,3,2,1,,,,,,,,,,1,37,5,2,1,1,78692
1/9/2015 16:41,1/9/2015 16:42,IP Address,75.170.224.88,,61,TRUE,1/9/2015 16:42,R_2Ui0nhVsHxJFJK1,,,,,,,,,,,,,2.25,2,1.25,1,24,5,3,2,1,63110
1/9/2015 16:41,1/9/2015 16:42,IP Address,108.12.42.81,,39,TRUE,1/9/2015 16:42,R_1GZDq3aBFP7e5ag,,,,,,,,,,,,,10,7,3,1,19,5,3,3,1,65054
1/9/2015 16:42,1/9/2015 16:42,IP Address,99.2.124.119,,33,TRUE,1/9/2015 16:42,R_2q2Tu4MXEmnFlXn,,,,,,,,,,2,1,1,,,,1,30,5,4,1,1,63777
1/9/2015 16:40,1/9/2015 16:42,IP Address,98.196.142.110,,156,TRUE,1/9/2015 16:42,R_bOXs1AdVI58iKvX,,,,,,,,,,,,,1,2,3,1,28,3,4,3,1,80652
1/9/2015 16:41,1/9/2015 16:42,IP Address,24.255.13.15,,56,TRUE,1/9/2015 16:42,R_2bHJ3oeTWmefQEP,3,2.25,2,,,,,,,,,,,,,2,57,5,3,1,1,24503
1/9/2015 16:41,1/9/2015 16:42,IP Address,68.230.195.89,,59,TRUE,1/9/2015 16:42,R_1KqeD42q5omwfeb,,,,,,,1.65,1.45,1.25,,,,,,,1,29,5,6,2,1,8716
1/9/2015 16:42,1/9/2015 16:43,IP Address,74.47.26.16,,37,TRUE,1/9/2015 16:43,R_3Hp4CGdXMkSHdM4,,,,,,,,,,1,0.75,0.5,,,,1,40,5,3,2,1,51323
1/9/2015 16:42,1/9/2015 16:43,IP Address,160.129.143.191,,26,TRUE,1/9/2015 16:43,R_2dQ3RF1xw6IhkIF,5,4,3,,,,,,,,,,,,,2,25,5,5,2,1,59443
1/9/2015 16:42,1/9/2015 16:43,IP Address,74.179.122.209,,38,TRUE,1/9/2015 16:43,R_BLp7qK5ed4YPxIJ,5,3.5,3,,,,,,,,,,,,,2,25,5,4,1,1,45623
1/9/2015 16:42,1/9/2015 16:43,IP Address,108.255.59.1,,56,TRUE,1/9/2015 16:43,R_12eRO9UtoWqKYZB,,,,,,,,,,4,3,2.5,,,,1,31,5,6,4,1,37286
1/9/2015 16:42,1/9/2015 16:43,IP Address,172.56.7.15,,53,TRUE,1/9/2015 16:43,R_3J48sX0VH1KT4Ey,4,2.25,2,,,,,,,,,,,,,1,25,5,3,2,1,7437
1/9/2015 16:42,1/9/2015 16:43,IP Address,174.60.84.9,,47,TRUE,1/9/2015 16:43,R_1KlmyG2t6Ne7O43,,,,2.1,1.8,1.5,,,,,,,,,,2,24,5,3,3,1,80939
1/9/2015 16:42,1/9/2015 16:43,IP Address,192.109.145.45,,72,TRUE,1/9/2015 16:43,R_81WTTF3ebHQVW29,,,,1.5,1,0.5,,,,,,,,,,1,40,5,3,4,1,24598
1/9/2015 16:40,1/9/2015 16:43,IP Address,190.142.247.73,,163,TRUE,1/9/2015 16:43,R_0HWco8jGREDbOK1,,,,,,,,,,1.6,1.4,1,,,,1,22,5,3,3,1,72214
1/9/2015 16:42,1/9/2015 16:43,IP Address,4.28.106.94,,55,TRUE,1/9/2015 16:43,R_sp4K3T17Ptkj93r,,,,,,,2.4,1.95,1.65,,,,,,,1,31,2,3,3,1,85617
1/9/2015 16:42,1/9/2015 16:43,IP Address,12.24.136.98,,68,TRUE,1/9/2015 16:43,R_6FOVdukVTyGYJEx,,,,,,,,,,,,,2,1.8,1.5,1,22,5,3,2,,85496
1/9/2015 16:42,1/9/2015 16:43,IP Address,72.131.67.97,,68,TRUE,1/9/2015 16:43,R_3qqiIp0PVlfrcVK,,,,3.5,2.5,1.5,,,,,,,,,,2,20,3,3,2,1,62428
1/9/2015 16:43,1/9/2015 16:44,IP Address,184.14.55.114,,49,TRUE,1/9/2015 16:44,R_3e2l2jQbZMqu4Jv,,,,,,,,,,2.5,2,1,,,,2,23,5,3,2,1,30659
1/9/2015 16:43,1/9/2015 16:44,IP Address,108.231.21.162,,72,TRUE,1/9/2015 16:44,R_2azbNtxpjyGgKPW,,,,,,,3,2,1.5,,,,,,,2,46,2,3,2,1,24728
1/9/2015 16:43,1/9/2015 16:44,IP Address,67.240.71.110,,69,TRUE,1/9/2015 16:44,R_1jpnpTa1ZaQAYgt,,,,,,,,,,,,,3,2.5,1,1,39,5,4,4,1,85794
1/9/2015 16:43,1/9/2015 16:44,IP Address,186.2.136.236,,61,TRUE,1/9/2015 16:44,R_1DtIfC8lDJ2Lz4s,,,,,,,,,,1,0.75,0.5,,,,1,58,5,3,2,1,99291
1/9/2015 16:44,1/9/2015 16:44,IP Address,67.180.196.94,,25,TRUE,1/9/2015 16:44,R_1FnWcZy1ny86Za6,2,1.5,1,,,,,,,,,,,,,1,25,5,4,3,1,97703
1/9/2015 16:43,1/9/2015 16:44,IP Address,75.169.91.194,,103,TRUE,1/9/2015 16:44,R_2BxthrBCNhFbdjc,225,175,150,,,,,,,,,,,,,1,25,5,3,2,1,67999
1/9/2015 16:44,1/9/2015 16:45,IP Address,168.174.253.22,,63,TRUE,1/9/2015 16:45,R_ddm4NUmhMd6m86x,,,,7.25,5.25,4.25,,,,,,,,,,2,30,3,4,2,1,10524
1/9/2015 16:44,1/9/2015 16:45,IP Address,71.92.219.244,,48,TRUE,1/9/2015 16:45,R_3psUBKYtPRC1EbG,4,2.75,2,,,,,,,,,,,,,1,27,5,2,1,1,94037
1/9/2015 16:44,1/9/2015 16:45,IP Address,71.74.235.86,,36,TRUE,1/9/2015 16:45,R_2zzMYCC4C6o6sIr,,,,,,,,,,,,,4,3,1,1,22,5,3,5,1,15652
1/9/2015 16:44,1/9/2015 16:45,IP Address,73.31.165.114,,60,TRUE,1/9/2015 16:45,R_1gzM3E400gCE9Lg,,,,,,,,,,4,3.25,2,,,,1,45,5,4,3,1,9571
1/9/2015 16:43,1/9/2015 16:45,IP Address,107.205.5.111,,85,TRUE,1/9/2015 16:45,R_1rOczTOraJvv1qU,,,,,,,5,4,3,,,,,,,2,50,"1,2,3,5,6",3,1,1,4906
1/9/2015 16:44,1/9/2015 16:45,IP Address,98.18.119.155,,34,TRUE,1/9/2015 16:45,R_2WvuyZ1Q0JkI82c,,,,,,,,,,2,1.75,1.5,,,,2,20,5,3,2,1,57831
1/9/2015 16:44,1/9/2015 16:45,IP Address,74.65.133.194,,77,TRUE,1/9/2015 16:45,R_0v20GeWoASShljX,,,,,,,1.5,1.25,80,,,,,,,1,29,5,3,2,1,17893
1/9/2015 16:44,1/9/2015 16:45,IP Address,74.65.133.194,,95,TRUE,1/9/2015 16:45,R_2WGOkUxO9BLiqnv,,,,1.75,1.5,1,,,,,,,,,,2,55,5,2,2,1,95482
1/9/2015 16:45,1/9/2015 16:45,IP Address,216.164.160.75,,33,TRUE,1/9/2015 16:45,R_2UYlQd6tcRPG6in,2,1.2,1,,,,,,,,,,,,,1,27,5,3,2,1,55379
1/9/2015 16:44,1/9/2015 16:45,IP Address,50.198.147.85,,57,TRUE,1/9/2015 16:45,R_27m6hJ2GEIk74z7,,,,,,,2.35,1.99,1.85,,,,,,,2,25,5,4,3,1,62696
1/9/2015 16:45,1/9/2015 16:45,IP Address,166.170.20.119,,44,TRUE,1/9/2015 16:45,R_3r1zjzFWY0DgZwY,,,,,,,,,,3,2.5,2,,,,2,20,5,3,2,1,25305
1/9/2015 16:44,1/9/2015 16:46,IP Address,68.61.58.205,,76,TRUE,1/9/2015 16:46,R_5aKd2bAOtjnKrRv,,,,1.25,1,0.75,,,,,,,,,,1,23,5,4,3,1,45177
1/9/2015 16:45,1/9/2015 16:46,IP Address,66.56.172.100,,45,TRUE,1/9/2015 16:46,R_PBZNyG3mxWyEnJv,,,,2.5,2,1.5,,,,,,,,,,1,31,"2,5",4,1,1,11066
1/9/2015 16:45,1/9/2015 16:46,IP Address,50.204.156.210,,40,TRUE,1/9/2015 16:46,R_XArLx9CvXieiaAh,,,,,,,,,,,,,2.2,2,1.5,1,23,5,4,5,1,38135
1/9/2015 16:46,1/9/2015 16:46,IP Address,50.244.113.249,,34,TRUE,1/9/2015 16:46,R_BLKsW2aaXeFqvct,,,,,,,4,3,2,,,,,,,2,37,5,4,3,1,61336
1/9/2015 16:46,1/9/2015 16:47,IP Address,69.255.0.180,,33,TRUE,1/9/2015 16:47,R_3mkSh0gmtunzoPI,,,,2,1.5,1,,,,,,,,,,2,32,2,4,2,1,61851
1/9/2015 16:46,1/9/2015 16:47,IP Address,131.215.220.163,,36,TRUE,1/9/2015 16:47,R_3qPBJaPLdGXIl3H,,,,1000,900,2,,,,,,,,,,2,30,4,4,3,1,83787
1/9/2015 16:45,1/9/2015 16:47,IP Address,98.228.128.155,,118,TRUE,1/9/2015 16:47,R_24iOwFeHxG2GGs7,,,,,,,1.2,1,0.8,,,,,,,2,58,5,3,1,1,17976
1/9/2015 16:45,1/9/2015 16:47,IP Address,24.207.218.17,,89,TRUE,1/9/2015 16:47,R_3fPk0bWv7CmBhYp,,,,,,,,,,2.75,2.5,1.5,,,,2,70,5,3,4,1,19075
1/9/2015 16:45,1/9/2015 16:47,IP Address,76.26.87.162,,103,TRUE,1/9/2015 16:47,R_3k5taHwGG6HQGCr,4,3,2,,,,,,,,,,,,,1,39,5,2,2,1,73069
1/9/2015 16:45,1/9/2015 16:47,IP Address,67.173.194.106,,108,TRUE,1/9/2015 16:47,R_2BA67gCP2dahb1D,,,,,,,,,,,,,3.5,3,2,1,21,5,3,3,1,52524
1/9/2015 16:46,1/9/2015 16:47,IP Address,99.64.254.190,,54,TRUE,1/9/2015 16:47,R_1LXQBtUWgmdukOy,,,,,,,,,,,,,3,2.5,1.5,2,27,2,4,2,2,24819
1/9/2015 16:47,1/9/2015 16:48,IP Address,104.33.101.194,,52,TRUE,1/9/2015 16:48,R_2fybsDFDaoWoIBw,,,,,,,,,,1.99,1.5,0.99,,,,1,30,6,2,4,1,75392
1/9/2015 16:46,1/9/2015 16:48,IP Address,75.120.112.170,,83,TRUE,1/9/2015 16:48,R_ToPkbXeHyCebA7T,1.5,1,0.75,,,,,,,,,,,,,2,41,5,3,1,1,83464
1/9/2015 16:47,1/9/2015 16:48,IP Address,50.182.94.146,,69,TRUE,1/9/2015 16:48,R_uqe340RQbmCHyYF,,,,3,2,1,,,,,,,,,,1,28,5,3,2,1,12760
1/9/2015 16:47,1/9/2015 16:48,IP Address,64.4.115.62,,37,TRUE,1/9/2015 16:48,R_28HRqAQ0iVlicb7,,,,,,,,,,,,,1.5,1.25,1,1,39,5,5,3,1,17021
1/9/2015 16:46,1/9/2015 16:48,IP Address,108.10.147.168,,111,TRUE,1/9/2015 16:48,R_27rjq7AWbEPKCP2,1.79,1.29,0.99,,,,,,,,,,,,,1,19,5,2,1,1,96011
1/9/2015 16:48,1/9/2015 16:48,IP Address,207.10.206.241,,47,TRUE,1/9/2015 16:48,R_2BwwMZftETXLWsS,1.5,1,0.75,,,,,,,,,,,,,1,29,5,4,4,1,53984
1/9/2015 16:47,1/9/2015 16:48,IP Address,107.4.35.33,,76,TRUE,1/9/2015 16:48,R_qW3UzZS3OStHplf,,,,,,,,,,1.1,1.05,0.99,,,,2,34,5,3,3,1,69459
1/9/2015 16:47,1/9/2015 16:48,IP Address,72.45.243.90,,71,TRUE,1/9/2015 16:49,R_1E0sxFPgFuiP47K,,,,2.99,2.49,1.99,,,,,,,,,,1,33,5,4,3,1,60344
1/9/2015 16:48,1/9/2015 16:49,IP Address,64.130.130.121,,42,TRUE,1/9/2015 16:49,R_1JJFhoeZdD16D9Z,,,,,,,2,1.5,1,,,,,,,1,20,5,3,2,1,97574
