StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CRT1,CRT2,CRT3,compcheck,interested,wta_1,wta_2,wta_3,es1_1,es1_2,es1_3,es1_4,es1_5,es1_6,es1_7,es1_8,es2_1_1,es2_1_2,es2_1_3,es2_1_4,es2_1_5,es2_1_6,es2_1_7,es2_1_8,es2_1_9,es2_1_10,es2_2_1,es2_2_2,es2_2_3,es2_2_4,es2_2_5,es2_2_6,es2_2_7,es2_2_8,es2_2_9,es2_2_10,es2_2_11,es2_2_12,es2_2_13,es2_2_14,es2_2_15,es2_2_16,es3_1,es3_2,es3_3,es3_4,es3_5,es3_6,es3_7,es3_8,es3_9,es3_10,es3_11,es3_12,es3_13,es3_14,es3_15,es3_16,es3_17,es3_18,gender,age,income,ethnicity,edu,hhsize,fam,fam.open,purpose,wid,sid,mid,index
4/2/2019 14:15,4/2/2019 14:24,0,174.207.0.75,100,562,1,4/2/2019 14:24,R_1K3hOpO7i0nSYPZ,,,,,30.65679932,-97.6026001,anonymous,EN,47,100,0.1,"1,2,3",1,0.25,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,3,"3,4",3,2,0,,determining opinion of age group preferences ,A1VIZ1WLCQWLXQ,intermediate03212016,16,168
4/2/2019 14:18,4/2/2019 14:24,0,47.220.230.99,100,381,1,4/2/2019 14:24,R_3Cz4IqsSJufg0il,,,,,30.32170105,-95.52850342,anonymous,EN,24,25,0.1,"1,2,3",1,0.25,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,2,3,2,2,0,,To get different opinions,A2ZYRCME6X6P4K,intermediate03212016,10,169
4/2/2019 14:20,4/2/2019 14:24,0,104.3.52.139,100,257,1,4/2/2019 14:24,R_1Ip9IdVSsHcp5Q3,,,,,35.9980011,-83.91519928,anonymous,EN,24,5,0.05,"1,2,3",1,2,2.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,1,3,3,1,0,,To see how much people would be willing to work extra for,A1NGGAVIGC9O7V,intermediate03212016,10,170
4/2/2019 14:10,4/2/2019 14:24,0,99.125.81.29,100,869,1,4/2/2019 14:24,R_2WD4SWCErZ7FqbL,,,,,37.24159241,-96.98000336,anonymous,EN,47,5,0.05,"1,2,3",1,0.25,0.3,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,4,3,2,3,1,I've seen choice options and scenarios similar to ones in the survey. ,To gather perceptions of choice making and decisions people make. ,A11YS0T8MV3Q7C,intermediate03212016,10,171
4/2/2019 14:22,4/2/2019 14:24,0,104.129.42.251,100,147,1,4/2/2019 14:25,R_277EyVNU7jAWb0X,,,,,25.78059387,-80.18260193,anonymous,EN,7,30,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3VUOOHCURHEBZ,intermediate03212016,16,172
4/2/2019 14:18,4/2/2019 14:25,0,24.46.118.21,100,373,1,4/2/2019 14:25,R_23gJNUg3K3hwrzc,,,,,40.61860657,-73.92720032,anonymous,EN,24,5,0.1,"1,2,3",1,0.15,0.2,0.3,2,4,1,4,3,4,1,5,6,8,9,6,5,5,6,2,8,2,,,,,,,,,,,,,,,,,57,51,51,53,52,51,52,52,53,54,52,52,51,52,57,61,64,63,0,27,3,1,5,1,1,I've done these type of surveys all the time,To see what I think about the generation difference regarding things like religion and social interaction.,A31X0GSY38JNZY,intermediate03212016,10,173
4/2/2019 14:15,4/2/2019 14:25,0,73.246.56.6,100,558,1,4/2/2019 14:25,R_1rpsvFfjfWh7lwx,,,,,42.03019714,-87.68650055,anonymous,EN,47,5,0.05,"1,2,3",1,0.65,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,3,1,3,3,0,,To find what Mturkers find a reasonable price for surveys on based on time commitment. Which if is true I would have raised the price on the last 2. I felt incentive to put a lower price in order to insure getting extra pay.,A2VH3BJ356DWGX,intermediate03212016,10,174
4/2/2019 14:21,4/2/2019 14:25,0,69.132.39.31,100,221,1,4/2/2019 14:25,R_PH5JA3naLw049HP,,,,,35.21000671,-80.85119629,anonymous,EN,24,100,1.1,"1,2,3",1,0.3,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,5,3,5,2,0,,attention,A19WVP0XFVDSF4,intermediate03212016,10,175
4/2/2019 14:20,4/2/2019 14:25,0,73.139.19.187,100,261,1,4/2/2019 14:25,R_27fb2jImF3x25mF,,,,,25.60620117,-80.34519958,anonymous,EN,24,100,0.1,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1N35VV9QURKHX,intermediate03212016,10,176
4/2/2019 14:19,4/2/2019 14:25,0,128.119.202.149,100,349,1,4/2/2019 14:25,R_3FPSslFZNEXc6YQ,,,,,42.39190674,-72.52480316,anonymous,EN,47,100,0.1,"1,2,3",1,0.3,0.35,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,3,2,3,3,0,,not sure,A37PKJZ70UGI5U,intermediate03212016,10,177
4/2/2019 14:19,4/2/2019 14:25,0,108.222.92.54,100,361,1,4/2/2019 14:25,R_1lyNe5CwSZ7Fkbs,,,,,41.64179993,-83.4713974,anonymous,EN,47,5,0.1,"1,2,3",1,0.5,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,9,3,3,2,0,,To see if we can tell the difference between the generations to how the act to different situations.,AEQ4OHM042RLA,intermediate03212016,16,178
4/2/2019 14:21,4/2/2019 14:25,0,68.119.208.25,100,215,1,4/2/2019 14:25,R_2U4m3SzPczwga8s,,,,,35.71260071,-82.54910278,anonymous,EN,24,20,0.1,"1,2,3",1,0.5,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,9,3,5,2,0,,not sure,A1E2T84AUMW6ZC,intermediate03212016,16,179
4/2/2019 14:20,4/2/2019 14:25,0,190.112.192.103,100,301,1,4/2/2019 14:25,R_1DALv4i3NwmJhsN,,,,,25.76339722,-80.18859863,anonymous,EN,24,100,0.1,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3LUL1PPU1EUTG,intermediate03212016,16,180
4/2/2019 14:16,4/2/2019 14:25,0,216.10.134.52,100,524,1,4/2/2019 14:25,R_32JBGGFJhrpHya6,,,,,32.33210754,-96.62239838,anonymous,EN,47,100,0.1,"1,2,3",1,0.25,0.3,0.35,,,,,,,,,,,,,,,,,,,2,8,6,2,6,8,3,5,3,6,8,8,1,7,7,12,52,52,52,53,53,52,52,54,53,53,53,52,53,53,52,63,64,62,1,47,5,3,5,3,0,,phone preferences,AASQHRMEAPCHZ,intermediate03212016,16,181
4/2/2019 14:21,4/2/2019 14:25,0,24.144.24.154,100,240,1,4/2/2019 14:25,R_XFfekUa4ztLfKW5,,,,,35.08120728,-92.47219849,anonymous,EN,47,5,0.05,"1,2,3",1,0.75,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,5,3,5,2,0,,I dont know.,A16ANYLVNPKCVG,intermediate03212016,10,182
4/2/2019 14:21,4/2/2019 14:25,0,12.233.46.2,100,259,1,4/2/2019 14:25,R_2s7GJ2Ih0SKN4Ks,,,,,40.76300049,-73.99259949,anonymous,EN,24,100,0.1,"1,2,3",1,0.15,0.5,0.75,,3,1,1,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,4,3,5,1,0,,"To see if richer people prefer ""nicer"" things?",A281QY7KL27VX5,intermediate03212016,16,183
4/2/2019 14:16,4/2/2019 14:25,0,108.88.241.151,100,530,1,4/2/2019 14:25,R_pnE367V3D0qbe6J,,,,,30.39619446,-89.03530121,anonymous,EN,24,100,0.1,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,1,5,4,0,na,I don't know ,ASXFMHGSF0GU6,intermediate03212016,10,184
4/2/2019 14:18,4/2/2019 14:25,0,129.49.100.128,100,448,1,4/2/2019 14:25,R_T8fE9szvKjmzn8J,,,,,40.90679932,-73.12770081,anonymous,EN,47,100,0.1,"1,2,3",1,0.1,0.25,0.3,1,4,1,3,3,4,1,2,,,,,,,,,,,3,8,6,3,9,7,4,10,4,5,9,9,2,9,6,12,51,51,51,52,52,53,52,52,51,52,52,52,52,52,56,63,62,61,0,19,1,2,2,1,0,,To get a understanding of human perception of certain products.,ALRDA8OPAIIJD,intermediate03212016,16,185
4/2/2019 14:19,4/2/2019 14:26,0,69.255.81.75,100,368,1,4/2/2019 14:26,R_3hcPDNMWpx0kzZH,,,,,38.35229492,-75.53859711,anonymous,EN,47,5,0.05,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,3,3,5,2,1,The first few questions are familiar ,"How age effects level of religiousness, and embracement of technology ?",A3H1T1L00N0LO8,intermediate03212016,16,186
4/2/2019 14:23,4/2/2019 14:26,0,199.168.243.195,100,154,1,4/2/2019 14:26,R_RWE4XRzbRm3rVtv,,,,,37.75100708,-97.8219986,anonymous,EN,47,5,0.05,"1,2,3",1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,6,3,6,1,0,,,A2DN53DIE3049T,intermediate03212016,16,187
4/2/2019 14:16,4/2/2019 14:26,0,68.84.177.215,100,581,1,4/2/2019 14:26,R_1jdoXxBxDWA9Id6,,,,,43.02130127,-85.60639954,anonymous,EN,24,100,0.1,"1,2,3",1,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,2,3,5,4,0,,to determine thoughts about topics and how they vary from one age generation to the next.,A1COU26U8QXCW9,intermediate03212016,10,188
4/2/2019 14:18,4/2/2019 14:26,0,166.6.185.216,100,504,1,4/2/2019 14:26,R_2tg45dxVgsPpNG0,,,,,44.06109619,-123.0153046,anonymous,EN,47,5,0.05,"1,2,3",1,0.2,0.25,0.35,,2,1,2,3,2,1,3,9,9,9,3,5,8,9,2,8,7,,,,,,,,,,,,,,,,,51,52,51,52,52,51,51,51,51,51,51,51,51,51,51,63,62,61,0,60,9,3,5,3,1,"The math (logic) questions are pretty common across MTurk, and I have seen versions of them on multiple surveys.",To assess people's willingness to evaluate products given a range of compensation.,A3HSONMX6LNZR4,intermediate03212016,10,189
4/2/2019 14:21,4/2/2019 14:26,0,69.118.66.51,100,328,1,4/2/2019 14:26,R_1IWxpU8uU9NqKnM,,,,,40.79379272,-74.4878006,anonymous,EN,47,5,0.1,"1,2,3",1,0.75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,7,2,6,3,0,,What I think people of different generations conform to.,A373H49YOTB1AY,intermediate03212016,16,190
4/2/2019 14:23,4/2/2019 14:26,0,173.3.121.59,100,194,1,4/2/2019 14:26,R_2P52ASqAyVYFI6h,,,,,40.63679504,-74.00050354,anonymous,EN,47,5,0.05,"1,2,3",1,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53,7,3,5,2,0,,not sure--interesting!,A1IQV3QUWRA8G1,intermediate03212016,16,191
4/2/2019 14:22,4/2/2019 14:26,0,73.180.8.164,100,256,1,4/2/2019 14:26,R_2v1FwOszOzeW8UO,,,,,45.44070435,-122.7792053,anonymous,EN,47,100,0.1,"1,2,3",1,0.3,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,6,3,5,4,0,,Study different age demographics to see what kind of music they listen to and if they hate talking to people in person.,A1DB46CDUPW92U,intermediate03212016,10,192
4/2/2019 14:21,4/2/2019 14:26,0,74.102.81.97,100,295,1,4/2/2019 14:26,R_Zq4z0M2VmpL0Vb3,,,,,40.72380066,-74.22930145,anonymous,EN,24,30,1,"1,2,3",1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,4,1,5,1,0,,society and moral choices,A17QFMPJP99EOL,intermediate03212016,10,193
4/2/2019 14:22,4/2/2019 14:26,0,107.77.199.200,100,237,1,4/2/2019 14:26,R_uactDhcTMeCZl7z,,,,,32.70579529,-96.87280273,anonymous,EN,47,5,0.05,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,2,"3,5",6,2,0,,To see what proportion of people respondents think would engage in specific behaviors or hold specific opionions,A3GM78FCDY293T,intermediate03212016,10,194
4/2/2019 14:09,4/2/2019 14:26,0,137.148.115.5,100,1046,1,4/2/2019 14:26,R_BG5erlnYAn7Dzah,,,,,41.49510193,-81.66790009,anonymous,EN,47,5,0.1,"1,2,3",1,0.25,0.25,0.25,,,,,,,,,6,6,6,1,6,5,7,3,4,1,,,,,,,,,,,,,,,,,51,51,51,51,52,53,52,51,51,51,51,51,51,51,51,61,62,61,1,40,4,3,6,2,0,,,A1AMGHYG5PT0L2,intermediate03212016,10,195
4/2/2019 14:24,4/2/2019 14:26,0,73.164.115.221,100,160,1,4/2/2019 14:26,R_1dyFWTbyjm0yPEd,,,,,44.99850464,-93.30290222,anonymous,EN,47,5,0.05,"1,2,3",1,1,1.15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,3,1,5,5,0,,I'm not sure.,A1KTPYX40PRLVW,intermediate03212016,10,196
4/2/2019 14:20,4/2/2019 14:26,0,72.226.40.170,100,366,1,4/2/2019 14:26,R_YVv4cbguloy83lv,,,,,40.74650574,-73.90899658,anonymous,EN,24,100,0.1,"1,2,3",1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,7,3,5,3,0,,To see if age effects the way you perceive someone.,A30AFSZH7C8AQ3,intermediate03212016,10,197
4/2/2019 14:15,4/2/2019 14:27,0,68.6.161.91,100,680,1,4/2/2019 14:27,R_RnvTIDWvweAI6vD,,,,,32.57989502,-117.069397,anonymous,EN,24,50,2.1,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,2,3,3,4,0,none,decision making,A1D2CG68DWYH2T,intermediate03212016,16,198
4/2/2019 14:13,4/2/2019 14:27,0,99.173.169.25,100,830,1,4/2/2019 14:27,R_9QU0uUzEaBRLSZb,,,,,35.62060547,-80.4029007,anonymous,EN,47,5,0.05,"1,2,3",1,0.25,0.25,0.35,,,,,,,,,8,10,6,0,5,1,1,2,7,5,,,,,,,,,,,,,,,,,51,51,52,53,51,52,53,52,52,51,51,52,52,51,51,62,61,62,1,32,3,3,5,2,0,,"The different elements in this study seemed disconnected, but perhaps it examines how my demographic feels about foods and consumer goods.",A2YX5H02J566LB,intermediate03212016,10,199
4/2/2019 14:16,4/2/2019 14:27,0,184.17.211.15,100,661,1,4/2/2019 14:27,R_vV84nMidTvtNkid,,,,,41.13710022,-85.0684967,anonymous,EN,24,100,0.1,"1,2,3",1,0.5,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,6,3,3,2,0,,Consumer behavior,ADAQIHMKC6NVC,intermediate03212016,16,200
4/2/2019 14:09,4/2/2019 14:27,0,144.163.158.15,100,1081,1,4/2/2019 14:27,R_3iKK9VQzD87gbek,,,,,34.94639587,-92.03220367,anonymous,EN,24,100,0.1,"1,2,3",1,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,2,3,4,3,0,,I don't know.,A1XSQ7O7YLOE8N,intermediate03212016,10,201
4/2/2019 14:19,4/2/2019 14:27,0,74.105.146.238,100,502,1,4/2/2019 14:27,R_1gkIhzRrnMGlxgn,,,,,39.97689819,-74.16010284,anonymous,EN,24,100,0.1,"1,2,3",1,0.2,0.3,0.3,5,1,1,2,2,4,1,2,,,,,,,,,,,1,10,1,4,10,8,1,5,2,7,6,9,1,10,8,12,51,51,51,52,53,52,52,52,52,52,52,51,52,52,51,62,61,62,1,29,9,3,2,4,0,,To see what attracts people to a certain type of phone.,AUDC3ZKO1QGWB,intermediate03212016,16,202
4/2/2019 14:25,4/2/2019 14:27,0,76.22.164.184,100,156,1,4/2/2019 14:27,R_2bNsXW6T3c8jjPX,,,,,35.96980286,-86.50610352,anonymous,EN,47,5,0.05,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,5,2,2,2,0,,Unsure.,AM4RUMMB8CE8L,intermediate03212016,10,203
4/2/2019 14:21,4/2/2019 14:28,0,165.225.32.66,100,400,1,4/2/2019 14:28,R_9zdEth7jlft1z0J,,,,,28.63439941,-81.62210083,anonymous,EN,47,100,0.1,"1,2,3",1,0.5,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,3,3,2,4,1,slider bar to select choice,,A1R3QI6TA8XJ56,intermediate03212016,16,204
4/2/2019 14:24,4/2/2019 14:28,0,71.246.238.33,100,238,1,4/2/2019 14:28,R_3GdnRj6VoFVnCGO,,,,,38.94309998,-76.96520233,anonymous,EN,47,5,0.05,"1,2,3",1,0.5,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,2,1,6,1,0,,I have no idea.,A30KMYNZB3WUYE,intermediate03212016,10,205
4/2/2019 14:23,4/2/2019 14:28,0,98.230.235.40,100,284,1,4/2/2019 14:28,R_39KwCPyN9w4yInL,,,,,32.71470642,-79.95259857,anonymous,EN,47,5,0.05,"1,2,3",1,0.4,0.55,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,5,3,3,2,0,,not really sure,A37WDOIQH6JM6V,intermediate03212016,16,206
4/2/2019 14:24,4/2/2019 14:28,0,108.52.129.43,100,220,1,4/2/2019 14:28,R_4ZbA70akdJgqwRX,,,,,40.20750427,-75.53289795,anonymous,EN,47,5,10,"1,2,3",1,0.5,0.65,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,8,3,3,2,0,,earning potential?,A20EU0UH5K3VGE,intermediate03212016,10,207
4/2/2019 14:26,4/2/2019 14:28,0,18.222.226.155,100,105,1,4/2/2019 14:28,R_qvUDMN9sVRKpAcN,,,,,39.96530151,-83.02349854,anonymous,EN,32,50,0.1,"1,2,3,4,5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1UDLXUN8N79YM,intermediate03212016,10,208
4/2/2019 14:21,4/2/2019 14:28,0,24.6.105.234,100,439,1,4/2/2019 14:28,R_2AXeSBY0O4foLHz,,,,,37.52810669,-121.9732056,anonymous,EN,24,100,0.1,"1,2,3",1,4,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,1,6,4,5,0,,learning consumer behavior,A28D76FBFM4V1W,intermediate03212016,10,209
4/2/2019 14:20,4/2/2019 14:28,0,97.64.77.220,100,502,1,4/2/2019 14:28,R_21oyXuj95ccCZsL,,,,,35.62249756,-117.6708984,anonymous,EN,47,100,0.05,"1,2,3",1,0.25,0.35,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,1,3,4,2,0,,to see what a hit would cost,A249LDVPG27XCE,intermediate03212016,10,210
4/2/2019 14:26,4/2/2019 14:29,0,72.82.238.72,100,129,1,4/2/2019 14:29,R_1fjyL0nFhzFqvrh,,,,,40.26600647,-74.521698,anonymous,EN,24,100,0.1,"1,2,3",1,0.75,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,7,3,3,2,0,,to see how we perceive different age groups ,A1FA3TB806RYGJ,intermediate03212016,10,211
4/2/2019 14:24,4/2/2019 14:29,0,99.75.53.174,100,294,1,4/2/2019 14:29,R_3MhVfLMRMNDxYmX,,,,,41.99949646,-88.14510345,anonymous,EN,24,100,0.05,"1,2,3",1,0.6,0.75,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,5,2,3,3,0,,How people perceive differences in generations,A17TKHT8FEVH0R,intermediate03212016,16,212
4/2/2019 14:15,4/2/2019 14:29,0,97.76.210.20,100,834,1,4/2/2019 14:29,R_3rNNG53c2k1hVoB,,,,,28.62249756,-81.43170166,anonymous,EN,24,100,0.05,"1,2,3",1,0.55,0.85,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,5,3,2,3,0,,How people respond to different topics.,A20DBHCEPSXU4S,intermediate03212016,16,213
4/2/2019 14:22,4/2/2019 14:29,0,173.26.123.252,100,408,1,4/2/2019 14:29,R_sB8HSzwIWrCnOAp,,,,,40.80870056,-91.11699677,anonymous,EN,24,100,0.1,"1,2,3",1,0.5,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,5,3,3,4,0,,"To evaluate how we would pay for a survey , to see what percentage of a specific age group listens to spotify, is religious, and prefer face to face interaction or online interaction.",A3K50Z84XO36MX,intermediate03212016,16,214
4/2/2019 14:22,4/2/2019 14:29,0,99.38.149.78,100,442,1,4/2/2019 14:29,R_2RPrcHlEUFCUDOw,,,,,29.88340759,-95.45529938,anonymous,EN,24,100,0.1,"1,2,3",1,1,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,3,4,4,5,1,"I have answered questions about my gender, education level and income.",I think it was to learn people's perceptions of other age groups in relation to different topics.,AWAKKGZ3GR6JT,intermediate03212016,10,215
4/2/2019 14:20,4/2/2019 14:29,0,97.90.198.24,100,547,1,4/2/2019 14:29,R_3PogSX7XqEostRb,,,,,34.00619507,-117.4431992,anonymous,EN,24,5,0.1,"1,2,3",1,0.15,0.15,0.2,2,2,1,4,,,3,2,,,,,,,,,,,4,7,2,3,1,1,3,8,1,5,8,8,2,4,1,12,51,52,51,54,53,53,52,53,51,52,51,52,53,53,51,62,63,63,1,27,5,4,2,9,0,,to see what people like,A17LU7T45DV0KC,intermediate03212016,16,216
4/2/2019 14:21,4/2/2019 14:29,0,71.161.200.251,100,505,1,4/2/2019 14:29,R_3ilNG92fG185LPX,,,,,44.66529846,-70.13289642,anonymous,EN,24,100,0.1,"1,2,3",1,0.15,0.15,0.25,5,2,1,2,3,2,1,2,5,2,0,0,5,1,1,2,10,4,,,,,,,,,,,,,,,,,52,51,52,53,54,51,51,52,52,51,51,51,51,51,52,62,64,62,1,44,6,3,3,4,1,The beginning math questions were ones that I have seen in numerous other surveys.,I am not sure. ,A3R0R7N10J4SCL,intermediate03212016,10,217
4/2/2019 14:23,4/2/2019 14:29,0,66.191.132.62,100,365,1,4/2/2019 14:29,R_24FP5K9voUyIcy7,,,,,44.04840088,-92.49479675,anonymous,EN,24,100,0.1,"1,2,3",1,0.1,0.12,0.2,1,4,1,2,3,4,1,2,2,7,0,0,5,7,8,1,9,0,,,,,,,,,,,,,,,,,52,52,52,53,53,54,52,53,53,53,53,53,52,53,52,63,63,63,0,36,6,3,5,4,0,,I'm not sure,AV9TRKYDW7LU,intermediate03212016,10,218
4/2/2019 14:24,4/2/2019 14:30,0,131.107.160.138,100,303,1,4/2/2019 14:30,R_dccpDvrD5wNIVBn,,,,,47.67419434,-122.1242981,anonymous,EN,24,5,0.1,"1,2,3",1,0.7,0.7,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,8,2,5,3,1,about Spotify ,its about the age different habits or like and unlikes ,A1AFOC2JFFP0R7,intermediate03212016,10,219
4/2/2019 14:21,4/2/2019 14:30,0,70.88.64.186,100,523,1,4/2/2019 14:30,R_3emkxlMdOHHPZYb,,,,,39.2303009,-86.46920013,anonymous,EN,47,20,0.05,"1,2,3",1,0.5,1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,1,3,5,3,0,,"To figure out how people think (logically, creatively, etc.) based on age",A2942MJZXRTIRM,intermediate03212016,16,220
4/2/2019 14:17,4/2/2019 14:30,0,161.129.70.133,100,765,1,4/2/2019 14:30,R_2fpNsGHCdmAuViT,,,,,33.7552948,-84.38860321,anonymous,EN,24,100,0.1,"1,2,3",1,0.5,0.75,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,7,3,3,7,0,,IQ STUDY,AHDBY6SBOH1B,intermediate03212016,10,221
4/2/2019 14:26,4/2/2019 14:30,0,75.163.195.181,100,256,1,4/2/2019 14:30,R_3MR36yyacvpbsuH,,,,,38.80760193,-104.740303,anonymous,EN,47,1,0.1,"1,2,3",1,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,1,3,4,1,1,"the question about the bat and the ball, the widgets, and the pond with the lily pads",to see how different age groups are viewed,AZ1YD13LDUYZF,intermediate03212016,16,222
4/2/2019 14:25,4/2/2019 14:30,0,174.226.0.244,100,314,1,4/2/2019 14:30,R_pAGkK6cBd6yqBXP,,,,,37.46380615,-77.39800262,anonymous,EN,24,100,0.1,"1,2,3",1,0.25,0.35,0.5,,,,,,,,,,,,,,,,,,,2,10,8,3,10,9,3,8,7,5,10,10,2,10,10,11,,,,,,,,,,,,,,,,,,,0,37,4,3,4,4,0,,No idea,A32613MWIE6YYD,intermediate03212016,16,223
4/2/2019 14:24,4/2/2019 14:30,0,96.250.230.14,100,402,1,4/2/2019 14:30,R_3pu7iF0AvDG2GPE,,,,,40.67999268,-73.77500153,anonymous,EN,24,10,0.1,"1,2,3",1,0.1,0.2,0.3,1,1,1,1,1,1,1,1,,,,,,,,,,,2,3,2,3,8,8,3,8,1,5,7,7,2,7,5,11,51,51,51,54,51,53,52,53,53,54,53,53,51,52,52,61,62,62,1,20,2,1,3,2,0,,To see people’s choices when given options,A29P04QSJBNKOQ,intermediate03212016,16,224
